adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/jVzoKlWUpsKV3y5oLafLQhEvgX6.jpg,"[14, 18, 9648]",5961,sv,Fanny och Alexander,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",1.6227,/q8jlA3Wc1Z987hNKRFA44g5OugC.jpg,1982-12-17,Fanny and Alexander,False,7.776,812
False,/qr7dUqleMRd0VgollazbmyP9XjI.jpg,"[878, 18, 53]",78,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",9.8035,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,1982-06-25,Blade Runner,False,7.942,14314
False,/lOrM3OQhHlzEkpF7Ih3GghecrA8.jpg,[35],583,en,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",4.0968,/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,1979-08-17,Life of Brian,False,7.76,4636
False,/1YlaU9vXlD4K5EBGZKjaCb9rJb9.jpg,"[18, 36]",1955,en,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",7.1111,/u0wpPYjuSt8DIe1Y3Vapnh8jcKE.jpg,1980-10-09,The Elephant Man,False,8.05,3710
False,/ojG57hVx69vhk5DDGPIcfyRR55I.jpg,"[18, 10752]",11778,en,The Deer Hunter,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",4.3268,/bbGtogDZOg09bm42KIpCXUXICkh.jpg,1978-12-08,The Deer Hunter,False,7.991,4002
False,/wC36tEU7AqP5llAvjXkZhZ248tX.jpg,[18],1366,en,Rocky,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",9.0112,/8kEun6U9hTddM7NEfLLCGQKU2Mp.jpg,1976-11-20,Rocky,False,7.79,8205
False,/of6OQnsvPHXEASczrBc3nVsMZ7q.jpg,[18],10774,en,Network,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",3.6977,/gZ8hhuVEQ78CLND09trZJ45Eiy8.jpg,1976-11-14,Network,False,7.814,1869
False,/okdg55jhsr9k1F2lxsZoQncrLZL.jpg,"[18, 10749, 10752, 36]",3175,en,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",3.6213,/x2JQCgLjieWOwvImeGtLmuNgsrq.jpg,1975-12-18,Barry Lyndon,False,8.0,2982
False,/9UAcMhSCDJ2OCo5QdPpSERjhMA1.jpg,"[18, 36]",1396,ru,Зеркало,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",2.8312,/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg,1975-03-07,Mirror,False,7.958,1013
False,/eJ6kPtua2rEvjxHdCtnIobXJZSf.jpg,"[80, 18, 9648, 53]",829,en,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",4.7504,/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg,1974-06-20,Chinatown,False,7.918,4006
False,/2Cf8V0iQx0c52IxeLdxOvjI2bBf.jpg,"[35, 80, 18]",11293,en,Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",1.9054,/3GHG0kTcBWHKdXjj3RdK8GjBCd6.jpg,1973-05-09,Paper Moon,False,7.87,764
False,/znLq5iyuMVvHwDdgZf6HyVUNjWB.jpg,"[80, 53]",5511,fr,Le Samouraï,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",1.8623,/5Fa6o5nfUPEatQ9b3OwEvdEdR7T.jpg,1967-10-25,Le Samouraï,False,7.8,1166
False,/avjG5EPgWXyLvsUId6hEn0iqT4A.jpg,"[18, 878, 9648]",2103,en,Solaris,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,1.6893,/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg,2002-11-27,Solaris,False,5.917,1358
False,/9TDi0FPOSAePfVLZXAUgFZhiMLf.jpg,"[18, 80]",903,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",3.6489,/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg,1967-11-01,Cool Hand Luke,False,7.734,1498
False,/xmLgdb0yDBXa7Dlo3aCzjhjCkuE.jpg,[18],10238,sv,Viskningar och rop,"As Agnes slowly dies of cancer, her sisters are so immersed in their own psychic pains that they are unable to offer her the support she needs.",2.8187,/a1bMgB09YDvvRN9SitCclUYragr.jpg,1972-12-21,Cries and Whispers,False,7.903,730
False,/sj2aZDetPE8RoOCAm5QJitCNfLr.jpg,[18],797,sv,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.",2.6519,/v2KsLNChpT6vLf0YFhkJmAtGkNq.jpg,1966-10-18,Persona,False,8.15,2290
False,/kIBBeb94FbNfLSljeFUxUoszflb.jpg,"[18, 10752, 36]",17295,it,La battaglia di Algeri,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,1.349,/2p3AFtOHFvP6OeVMqlnL1zLKOqL.jpg,1966-09-08,The Battle of Algiers,False,7.9,823
False,/jqha8JCXm0aJ5SJ03Jd0JmGgWRs.jpg,"[18, 36]",895,ru,Андрей Рублёв,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",3.1089,/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,1966-12-16,Andrei Rublev,False,7.976,883
False,/gkXL5ka6ciU4A4KYSvLIAXtvh7k.jpg,"[53, 18, 27]",10242,en,What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,2.2246,/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,1962-10-31,What Ever Happened to Baby Jane?,False,7.905,1099
False,/mI7hfScSb8NAWC09viymxCzWZIq.jpg,"[35, 18, 14]",29264,es,El ángel exterminador,"A formal dinner party starts out normally enough, but after the bourgeois group retire to the host’s music room, they inexplicably find themselves unable to leave.",2.6082,/qqZXHvBFxUpo8Pfbyvgh4SYMiWm.jpg,1962-05-16,The Exterminating Angel,False,7.951,696
False,/h1vBJ0uN4QCbBb5WVKxmtfTrHoY.jpg,[37],11697,en,The Man Who Shot Liberty Valance,"Questions arise when Senator Stoddard attends the funeral of a local man named Tom Doniphon in a small Western town. Flashing back, we learn Doniphon saved Stoddard, then a lawyer, when he was roughed up by a crew of outlaws terrorizing the town, led by Liberty Valance. As the territory's safety hung in the balance, Doniphon and Stoddard, two of the only people standing up to him, proved to be very important, but different, foes to Valance.",2.5716,/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg,1962-04-13,The Man Who Shot Liberty Valance,False,7.808,1213
False,/jOulpNwtoJP5fF1LJX1ojw6BxBq.jpg,"[18, 10752]",31442,ru,Иваново детство,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",2.2861,/vmRWSLP1DE9WTta0hfzIafJ0dID.jpg,1962-05-09,Ivan's Childhood,False,7.823,776
False,/7g5v2zXedkwiFqDlWqcoRUUQYD6.jpg,"[18, 28, 35]",11712,ja,椿三十郎,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",2.0776,/zW47oIH3bc3ggmmmzTvKqM4Fqjk.jpg,1962-01-01,Sanjuro,False,7.958,658
False,/pcBIabUibUmpOBggWckkjohXtiP.jpg,"[18, 36]",11656,sv,Jungfrukällan,"Devout Christians Töre and Märeta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.",1.7838,/z70YM3Y4pNYZATMhFMKonngaeMC.jpg,1960-02-08,The Virgin Spring,False,7.8,631
False,/tsanZEEeIBYMfpYX9CZmcPM8kEH.jpg,[18],1908,en,Inherit the Wind,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",2.3592,/7oaHcF0gCOt2lKaT2zajhajP0Zo.jpg,1960-07-07,Inherit the Wind,False,7.668,434
False,/cy7ymUaMEWRoig7LWXpfzaaw2vv.jpg,[18],147,fr,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",2.9273,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,1959-06-03,The 400 Blows,False,8.023,2223
False,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,"[36, 18, 12]",665,en,Ben-Hur,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",6.4663,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,1959-11-18,Ben-Hur,False,7.888,2931
False,,[99],523627,ja,黒澤明～創ると云う事は素晴らしい～隠し砦の三悪人,"Documentary made by Toho for the Masterworks reissue of all of its Kurosawa films. This one focuses on ""The Hidden Fortress"" (1958).",1.8437,/6XpVCtDYh01dVzrVuEm2LnNzCAD.jpg,2002-10-25,Akira Kurosawa: It Is Wonderful to Create: 'The Hidden Fortress',False,8.0,1
False,/5Ls2O8NnH8PR21Yqh0u7PU8GPtk.jpg,[18],19426,it,Le notti di Cabiria,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",1.0999,/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg,1957-10-03,Nights of Cabiria,False,8.0,805
False,/rohRr9XqTRF8YwLMGAnTprg3GnL.jpg,"[18, 36]",3777,ja,蜘蛛巣城,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",1.9044,/5NdGZpoInkf4wBInNpry6JAjQ3D.jpg,1957-01-15,Throne of Blood,False,7.9,919
False,/EcQKZcVYZ8EjK3eN1quPvkMrL9.jpg,"[18, 36, 10752]",826,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",2.8466,/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg,1957-10-11,The Bridge on the River Kwai,False,7.818,2219
False,/pxkQAIhC7LXN5s5B23lnvCMgva5.jpg,"[80, 18, 10749]",654,en,On the Waterfront,"A prizefighter-turned-longshoreman with a conscience goes up against labor leaders to expose corruption, extortion, and murder among the union ranks.",2.3683,/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg,1954-06-22,On the Waterfront,False,7.9,1662
False,/jBPG5F5WW2qv5diBzxUr52sPMef.jpg,[28],984324,fr,Le salaire de la peur,"When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.",4.3715,/jFK2ZLQUzo9pea0jfMCHDfvWsx7.jpg,2024-03-28,The Wages of Fear,False,6.22,469
False,/l8bwCr0seVe5m0vlz574TFv575M.jpg,"[16, 35]",85928,en,Ace in the Hole,"Woody Woodpecker is a stable boy. The stables are located right in an airfield, and the sound of airplanes droning around only fuels his lust to fly. ""I want to fly like the birds!"" declares the woodpecker. But the only thing the bulldog sergeant on the airfield feels Woody is competent for is clipping the horses with an electric clipper. And considering that Woody accidentally allows the clipper to clip off the sarge's shirt buttons and a long strip of hair off his chin, he may be giving Woody too much credit. Nevertheless, Woody spends his time reading ""How to Fly a Plane from the Ground Up."" And eventually, he sneaks onto a PU-2.",0.1235,/96AGlqi5IUcf12fHxfVNReEVXyU.jpg,1942-06-21,Ace in the Hole,False,5.857,14
False,/cap8458wFeRCJSKxL758dI82TRK.jpg,"[80, 18, 53]",15794,en,White Heat,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",3.1173,/v7cPOHKKZI9qChi7HDUxNIhEcLR.jpg,1949-09-02,White Heat,False,7.7,504
False,/zVehYuk48Cq8uMTtZHF5Fk0mdiW.jpg,[99],1154328,en,The Third Man,"The moment where American sprinters Tommie Smith and John Carlos raised their gloved hands in defiance on the podium at the 1968 Mexico City Olympics is one of the most memorable images in sports history. But there is a third man in the photo, the white Australian who finished second to Smith and ahead of Carlos in the 200 meters. His name is Peter Norman, and he stands in quiet solidarity with them. Norman’s story is retold in this film with passion and perspective.",0.5693,/oEf4RBL0sXsGczfybnkwi1PHPvR.jpg,2016-09-16,The Third Man,False,0.0,0
False,,[16],222164,en,The Red Shoes,"In this animated contemporary interpretation of a Hans Christian Andersen morality tale, a pair of magic slippers help two young African-American girls learn the value of friendship after they are divided by selfishness and jealousy.",0.1849,/plmZxPIG6LovXoMp27rfpsxLq1e.jpg,1990-02-07,The Red Shoes,False,0.0,0
False,/wqgZSvgoctaadgwUdPYVsksivxn.jpg,"[35, 18, 10749]",20334,en,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",1.1658,/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg,1940-01-12,The Shop Around the Corner,False,8.122,765
False,/i8fiqKaQklF02VmQYhSxmwa8KOH.jpg,"[9648, 10749, 53]",223,en,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",3.5988,/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg,1940-03-23,Rebecca,False,7.898,1859
False,/9AjG0YJLgDUtHl5KgrThHPhNNwZ.jpg,"[35, 18]",3083,en,Mr. Smith Goes to Washington,"After the death of a United States Senator, idealistic Jefferson Smith is appointed as his replacement in Washington. Soon, the naive and earnest new senator has to battle political corruption.",1.3637,/nDjg1fbNyq15excNDl3acd2IqAk.jpg,1939-10-19,Mr. Smith Goes to Washington,False,7.8,1109
False,/ft8WRF2xqEwwGWa59naDUybKTAx.jpg,"[18, 10752, 10749]",770,en,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,8.0943,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,1939-12-15,Gone with the Wind,False,7.927,4183
