adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/u218sykbUQIh6EWtTdJzguU5LcG.jpg,[18],16858,en,All That Jazz,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",2.2039,/culCEdj4srLljefgn4XKd6k3C5t.jpg,1979-12-16,All That Jazz,False,7.501,542
False,/rspbS1E9wJtslrb8amfJgtMBUVh.jpg,"[27, 28]",924,en,Dawn of the Dead,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",4.9425,/cyIfbnRhzlBKNRUXZu17XT9uT9T.jpg,2004-03-19,Dawn of the Dead,False,7.057,4212
False,/p2U4wScUValTXnvikXy7kfQNDsH.jpg,"[18, 9648, 53]",891,en,All the President's Men,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",3.4935,/qwdcIdiTAk8iANsJEK2JmrYQx5o.jpg,1976-04-09,All the President's Men,False,7.655,1920
False,/oUceCsSe255ZKXCMsHhqXM1xuUp.jpg,[18],8327,es,La montaña sagrada,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,3.7328,/mP5FGQbNjFkrjcZ6AVHrvokPRe5.jpg,1973-11-29,The Holy Mountain,False,7.536,955
False,/iFQzlUmO5QmMPcSHHDdfd522x33.jpg,"[35, 18]",7857,it,Amarcord,"In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios.",1.5169,/g3UKJ5LgVpycOxeusBI6IXa40kY.jpg,1973-12-18,Amarcord,False,7.908,1147
False,/z6NI6n5MvQZMZJbXKLiyFl1yDeA.jpg,[35],4593,fr,Le Charme discret de la bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",1.2973,/zN4ILX2x64PvT2jIOAHXxCOi5WA.jpg,1972-09-15,The Discreet Charm of the Bourgeoisie,False,7.476,851
False,/kfSZaOr9ApNR52gWKlpXHD0id0W.jpg,"[36, 12, 18]",2000,de,"Aguirre, der Zorn Gottes","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",1.4115,/qMk93yMo82svW27FEjudgueBMUL.jpg,1972-12-29,"Aguirre, the Wrath of God",False,7.5,1160
False,/jKgfnnCATAg4fxMfS0LZThmqOZB.jpg,"[35, 18, 10749]",343,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,2.259,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,1971-12-20,Harold and Maude,False,7.615,1135
False,/txXPooNu7fr4YhLwx7AlXkU0PnN.jpg,"[10752, 18, 36]",11202,en,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",1.8001,/8IRufbzhMJSdlmD0cnTWERCtTN2.jpg,1970-01-25,Patton,False,7.481,1143
False,/y7hCHFo2vX8HQMKxeKTZmbtur1H.jpg,"[10751, 12, 35]",51610,de,Die Wilden Kerle 5,"""The Wild Soccer Bunch"" celebrate their last victory against the ""Silver Lights"" - and set one record in volley-pass game after another in the forest. But they are not alone: Vampires target the team. To lure them into their bunker, they kidnap Leon. Will Vanessa ever see him again?",1.3157,/g9W0de9Pal6FKQGhfCTh8kzY5Q8.jpg,2008-02-20,The Wild Soccer Bunch 5,False,5.577,79
False,/d0NwvSRJQQzkubWKsidX4caQ6Yi.jpg,[27],10331,en,Night of the Living Dead,"A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.",3.9577,/rb2NWyb008u1EcKCOyXs2Nmj0ra.jpg,1968-10-04,Night of the Living Dead,False,7.615,2563
False,/u8EQqjCeaYDkgACV4mMfkPHLqpP.jpg,"[18, 36]",18988,en,The Lion in Winter,"Henry II and his estranged queen, Eleanor of Aquitaine, battle over the choice of an heir.",3.6922,/yMgJnZADJObzfjA70ygXJkjnrFX.jpg,1968-08-20,The Lion in Winter,False,7.382,378
False,/knYZcpl08qhiEPCytyNXOq7Z1oS.jpg,"[80, 18, 9648, 53]",10633,en,In the Heat of the Night,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",2.9209,/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg,1967-08-02,In the Heat of the Night,False,7.648,1159
False,/gj2TBYmOIy4E2GjMIpnbAEZNCQx.jpg,"[35, 9648, 10749]",4808,en,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",4.3981,/qqaPjC5FQidtKY65jbAKZPiOTaS.jpg,1963-12-01,Charade,False,7.7,1446
False,/qHJguH1M4AnCFaHp9JW2xAF84Nj.jpg,"[18, 53, 9648]",14462,en,The Manchurian Candidate,"Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return.",4.074,/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,2004-07-30,The Manchurian Candidate,False,6.48,1628
False,/aheSIG4h3JNxWeDvdb1NxKzgjaM.jpg,"[36, 10752, 18, 12]",967,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",4.1285,/r0Fgg1GyZgzokaiw2HFQv3oPaL2.jpg,1960-10-13,Spartacus,False,7.539,2256
False,/kF5AeKG5XIZkAXY0kRgm57qEbJI.jpg,"[18, 9648, 10749]",5165,it,L'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",1.2851,/7kUXAS8K7Ihw1T1mhARjnLuMVk3.jpg,1960-09-14,L'Avventura,False,7.5,718
False,/4fynFAYPPYCkyIdt0bsCwWn3Hxv.jpg,"[18, 36, 10749]",5544,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",2.6083,/vjP7eX9c0xUD5i5dTRaP3NYC8iN.jpg,1959-06-10,Hiroshima Mon Amour,False,7.7,856
False,/u4aYt9ho1Zpr81eui3hTrdc3AEo.jpg,"[16, 18, 10751, 14]",22331,en,The Ten Commandments,"This vibrantly animated feature recounts the biblical epic of the Hebrew prophet Moses and the Ten Commandments. Led by the word of God, Moses challenges the ominous Egyptian pharaoh, performs miracles and guides the chosen people on a 40-year journey through the desert to free them from captivity and lead them to the Promised Land.",0.9136,/yeake9TDNiyIFtqDjIAPMSJhO1u.jpg,2007-10-19,The Ten Commandments,False,5.619,42
False,/fik1HN9kxpD4CtEOXA4WUruwsg1.jpg,[37],3114,en,The Searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",2.7282,/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg,1956-05-16,The Searchers,False,7.702,1487
False,/8XUuvsHorUUAUAmgfwDe5btDgZM.jpg,[35],717324,en,East of Eden,"A wayward young man who, while seeking his own identity, vies for the affection of his deeply religious father against his favored brother.",0.8435,/yrBEpSxuPpDZQO2vg1MIWEAkQTX.jpg,2012-08-09,East of Eden,False,8.0,2
False,/hVD7KzuZQMzvrE0zlbUnyJuP7wg.jpg,"[18, 10749, 10770]",35059,en,High Noon,Baltimore's top hostage negotiator embarks on a relationship with a man who could be her soulmate while racing to resolve a case that threatens her job and her life,0.5369,/2rWF1ObmtjPvsO266Cd2eXRw0cQ.jpg,2009-04-04,High Noon,False,6.0,30
False,/8Tnn2UOlecCKNLKG8ZK5Mu6bK94.jpg,"[80, 53]",845,en,Strangers on a Train,"Having met on a train, a smooth-talking psychotic socialite shares his theory on how two complete strangers can get away with murder to an amateur tennis player — a theory he plans to test out.",3.9758,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,1951-06-27,Strangers on a Train,False,7.667,1769
False,,[53],896666,en,Harvey,"Small town life is about to become a lot more interesting, when one man realizes he may be a killer.",1.7233,/sZyHlA7N7iCzMbuTn2VVvIp06QO.jpg,2021-11-18,Harvey,False,0.0,0
False,,"[10751, 18]",765873,en,Miracle On 34th Street,"In this charming TV adaptation of the 1947 film classic, a kindly old gentleman (Ed Wynn) working as a Macy's department store Santa causes a commotion when he claims to be the real St. Nick. Forced to prove his sanity, he is taken to court where he must convince the judge and his friends that he actually is Santa Claus. The faith of one skeptical little girl (Susan Gordon) and a Christmas miracle are the keys to his true identity.",0.8207,/ldY9TlE5kwQNUrcDoGB8Jufuswy.jpg,1959-11-27,Miracle On 34th Street,False,7.0,1
False,/xlIxMddSdqyxfY02CilOK4VKWR8.jpg,"[10402, 18, 36]",14410,en,Notorious,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",2.0444,/62NsZPgueSiE8y7dqtU3FSLFwYw.jpg,2009-01-16,Notorious,False,6.9,744
False,/hSmX0ZyYZk2ECIWtJ1JSHINPZIK.jpg,"[9648, 80, 53]",910,en,The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",1.8834,/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,1946-08-23,The Big Sleep,False,7.6,1091
False,/a3eYLIK5eYSHAJTtOy9PdciVjxx.jpg,[18],28580,en,The Lost Weekend,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",1.3266,/8ggIOoCzt8xT2ePl8DdlRtXgcOh.jpg,1945-11-29,The Lost Weekend,False,7.6,627
False,/iItypZVpdnxTFgA0iv345AzMUqk.jpg,"[35, 10749]",981,en,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",2.684,/dKUubjvxO78XDts6VP1Ggcp4R9O.jpg,1940-12-05,The Philadelphia Story,False,7.628,904
False,/ihoQaiMFAz4YCTAaSIsQjRknsNH.jpg,"[35, 10749]",3085,en,His Girl Friday,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",1.5344,/lu86Y9zTPH3neCiUzLzHCEFHf7f.jpg,1940-01-18,His Girl Friday,False,7.396,879
False,/yjnfM8QmrXQkWl8dUimsDGl73el.jpg,"[12, 10749, 36]",10907,en,The Adventures of Robin Hood,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,3.8881,/4mazyXEMkmLw5h6076yyNSm9uv0.jpg,1938-05-13,The Adventures of Robin Hood,False,7.5,797
False,/q0bYLEU5V7cq1vCdaQAO9nV4Zqk.jpg,"[99, 10402]",82861,en,Classic Albums: Queen - A Night At The Opera,"If ever there was an album worthy of inclusion in Eagle Vision’s Classic Albums series it is Queen’s breakout release A Night At The Opera. Released in 1975, this was not only the band’s first platinum album, but also the one that catapulted them into the spotlight as one of the biggest rock acts in the world. Now for the first time, fans are offered an in-depth look at one of rock music’s seminal records with the Classic Albums DVD Queen — The Making Of A Night At The Opera.",0.3057,/u8iN6WJX8Ji51yQLqKCSmlutRgu.jpg,2006-03-21,Classic Albums: Queen - The Making of A Night at the Opera,False,6.4,15
False,/mRM2NB0i3wv4HqxXvwIjEVi4Qqq.jpg,"[12, 18, 28]",254,en,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",10.5453,/qVCZtwBGls866wBb4PAfYtAjyr8.jpg,2005-12-12,King Kong,False,6.89,8153
False,/mPeyCA2625dLDbPSDjfxpNKL8Uv.jpg,[878],539892,en,Freaks,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",3.6747,/kc2cvuqESIiRX5QoZOoMTBq18kQ.jpg,2019-09-12,Freaks,False,6.752,1202
False,/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,"[18, 27, 14]",426063,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",14.115,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,Nosferatu,False,6.705,2980
False,/tintsaQ0WLzZsTMkTiqtMB3rfc8.jpg,"[35, 80]",522627,en,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",6.0593,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,2020-01-01,The Gentlemen,False,7.675,6180
False,/gsKNlRSAjR7oZQyvGBfU110VeC2.jpg,"[53, 28, 18, 36]",491629,hi,राज़ी,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,1.808,/fF2xXApETxZqyluokyJ1x4gIiTf.jpg,2018-05-10,Raazi,False,7.22,173
False,/7b5R8FfGUzlxfhOkPpL3xyIeuyF.jpg,"[18, 10402]",502033,en,Sound of Metal,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",2.15,/3178oOJKKPDeQ2legWQvMPpllv.jpg,2020-11-20,Sound of Metal,False,7.711,2658
False,/woSmQgo1wxE4WRVXWHrmgv3jy2O.jpg,"[18, 53]",375315,fa,فروشنده,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",1.4733,/x4PIuYU5ZMMXiTrheNR8vCTYPBf.jpg,2016-06-24,The Salesman,False,7.238,894
False,/1YhiocGm8aOwILGX7mwlkdbr0ph.jpg,"[35, 18]",381341,it,Perfetti sconosciuti,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",1.8488,/3wknM629Vryofb1HNo2YnLQnQyn.jpg,2016-02-11,Perfect Strangers,False,7.861,4486
False,/28h4irC8CPqnS7oKQ18RHDgCuPI.jpg,"[18, 10752]",17720,en,Dunkirk,"A British Corporal in France finds himself responsible for the lives of his men when their officer is killed. He has to get them back to Britain somehow. Meanwhile, British civilians are being dragged into the war with Operation Dynamo, the scheme to get the French and British forces back from the Dunkirk beaches. Some come forward to help, others were less willing.",1.604,/357BscJA1gDEOzRuTeHnHmVBi7u.jpg,1958-03-20,Dunkirk,False,6.8,67
False,/kRVUMsXFzhuXjr20JcCGc6TapxA.jpg,"[12, 35, 10751]",346648,en,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",5.0423,/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,2017-11-09,Paddington 2,False,7.5,2562
False,/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,"[18, 36]",381284,en,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",11.6179,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,2016-12-10,Hidden Figures,False,8.053,10058
False,/1y4krc1zQf1R7qXiioHZsg9EsBw.jpg,"[80, 18]",398535,hi,उड़ता पंजाब,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a policeman, a doctor, a migrant worker, and a rockstar.",2.2808,/c7BXGhHwvK1AfDCmfPTtw5LsuIU.jpg,2016-06-17,Udta Punjab,False,7.2,153
False,/bhspYsRMHgMqzUlxiVpIY8OrqMt.jpg,"[16, 12, 10751]",313297,en,Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",3.6047,/la6QA9tk4Foq8OBH2Dyh5dTcw6H.jpg,2016-08-18,Kubo and the Two Strings,False,7.631,3664
False,/oQCrHuAqqQCJ5H2gvAbsXd0T4Sw.jpg,[18],388333,hi,M.S. Dhoni: The Untold Story,"Based on the life story of Mahendra Singh Dhoni, and his journey to being the world cup winning captain of the Indian cricket team.",1.4233,/lUpMckVHaB55YJ3SMK0arwxKmCt.jpg,2016-09-30,M.S. Dhoni: The Untold Story,False,7.191,179
False,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,"[10752, 18, 36]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",1.5202,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,2015-12-03,Land of Mine,False,7.8,1414
False,/wj2nLa0vfS0SLu2vJ6ABTRhMrok.jpg,[18],334541,en,Manchester by the Sea,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",5.1537,/o9VXYOuaJxCEKOxbA86xqtwmqYn.jpg,2016-11-17,Manchester by the Sea,False,7.546,6078
False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,8.9439,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,2016-12-14,Rogue One: A Star Wars Story,False,7.501,15814
False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,"[12, 28, 878]",271110,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",11.4568,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,2016-04-27,Captain America: Civil War,False,7.447,23348
False,/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,"[18, 9648, 37]",273248,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,8.5159,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,2015-12-25,The Hateful Eight,False,7.754,14660
False,/sOJqNAx4RFrCRn8HS99LEc8aenI.jpg,"[18, 10749, 36]",331482,en,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,7.0414,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,2019-12-25,Little Women,False,7.9,6523
False,/xW54kLO7ZB683CwMbGSN3ELSS1K.jpg,"[16, 18, 9648, 36]",339877,en,Loving Vincent,A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,3.2528,/56sq57kDm7XgyXBYrgJLumo0Jac.jpg,2017-06-22,Loving Vincent,False,7.989,2523
False,/pbeG7KNVUDTNvvM7ucPzAkIPFDd.jpg,"[12, 18, 10751]",17452,en,Pride,"The story of Suki, a lioness cub, who rebels against her mother and her Pride to mate with an unsuitable lion from the other side of the river.",0.843,/smwTDsE33wGV8PFi3kz9h3kOUcr.jpg,2004-06-21,Pride,False,6.158,73
False,/3ddK0Ba1jd81n6yA7gIFbaw5QgG.jpg,"[18, 9648]",152780,fr,Le passé,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",0.8905,/8nff89qjYN3Hck5G33xeRPsM8TZ.jpg,2013-05-17,The Past,False,7.24,576
False,/gHDMBYpp5NZtkyFFPIRLJJUshFi.jpg,"[35, 10749]",103243,hi,विक्की डोनर,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",2.4097,/u8AO7DgcVYkVSXeU7oQdlhMFwcN.jpg,2012-04-20,Vicky Donor,False,6.8,174
False,/lgrgEf43kYFm9mh6pj8ArcaxUbd.jpg,"[18, 10749]",191714,hi,The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",1.6608,/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg,2013-09-20,The Lunchbox,False,7.3,743
False,/ayt7zr2y1m5yKodLtN3xD3JZXpR.jpg,[18],179144,it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2.0643,/1cmOc3ZPkuCTOTqHEsRr3Pk81Um.jpg,2013-05-21,The Great Beauty,False,7.505,3186
False,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",15.5571,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,False,7.727,16051
False,/fzZmcKQv7ZTGIiPvocPhNs3wUyK.jpg,"[18, 10749, 14]",122906,en,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",8.5341,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,2013-09-04,About Time,False,7.914,8842
False,/xKlD7JpdfHRpLwGjztrCe9RPjlP.jpg,"[35, 18, 10751]",118628,hi,इंग्लिश विंग्लिश,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",2.0602,/ccEVR8sf18psGH5daio9y7OGu93.jpg,2012-09-21,English Vinglish,False,7.2,268
False,/iZjb5fEcp0yI1DoAjUbHW1Q4t8V.jpg,"[10749, 18]",409481,ja,風立ちぬ,"The story began in the early summer of 1942 when 'Tatsurou' met 'Setsuko' at Karuizawa. Its love at first sight but sadly 'Setsuko' was pledged to marry a stranger by her parent. She ran away from her hometown and arrived at Tokyo in search of her love one. War erupted then and Tatsurou was summoned to service. As be set foot on a snow-capped mountain before his imminent departure, they promised to each other to press on until they meet again. But, soon she was fallen very ill to TB",1.8931,/ePAlUkMxgDHXKZ9IHas3CE8xTWv.jpg,1976-07-31,Autumn Interlude,False,7.0,1
False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"[10751, 12, 16, 35, 14]",301528,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",9.0662,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.47,10119
False,/4EdN5rIT43xcqi4IVRrhxiDOz6z.jpg,"[18, 10749, 80]",152742,it,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",2.8989,/ibDGPgUZn6vxHiSgt2xeQyFp8Np.jpg,2013-01-01,The Best Offer,False,7.813,2923
False,/8QRG47S1jtK95lLuVrtAvUPwG5w.jpg,"[99, 35]",1049516,fr,À la découverte du tournage de Moonrise Kingdom,"Martin Scali, who was Wes Anderson's assistant on ""Fantastic Mr. Fox"", shot this short documentary in Newport, Rhode Island, during the filming of ""Moonrise Kingdom"".",0.5703,/jH1qYtX1Ec4nZsoUJ0Y4DAZCaI.jpg,2015-09-22,Exploring the Set of 'Moonrise Kingdom',False,6.125,4
False,/5MnP0h7RcUCeX7gpxMYoMScmfq7.jpg,"[14, 28, 12, 16, 35, 10751]",82702,en,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",16.9433,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,2014-06-05,How to Train Your Dragon 2,False,7.676,10013
False,/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg,"[35, 18]",318846,en,The Big Short,The men who made millions from a global economic meltdown.,7.8608,/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg,2015-12-11,The Big Short,False,7.358,9359
False,/trkMqrvqUyTuwiAaRdF1F1cX3Tj.jpg,"[18, 14]",1021954,ja,Kokuhaku,"During an interview, Tadashi, a young Spanish-Japanese actor who plays female characters in a theatrical practice similar to kabuki, will return to the past to relive his most intimate memories.",0.6837,/svFphR3x4uLzTUBj7s06wAh0jNB.jpg,2024-10-08,Kokuhaku,False,0.0,0
